BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight
47.8,,2016 LR,H_6213,Kenya,8.0,0.25,12.5,2016,28.85,12.5,,8.0,5.0,4/4/2016,39.15,id_0c33c326,34.74477975,5.0,0.736871148,21.2
21.0,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/16/2018,20.15,id_0c363cf3,34.67473271,6.0,-0.932712411,
29.7,5.0,2018A,pan_4m21,Rwanda,5.0,0.1235525,,2018,,10.0,0.0,5.0,5.0,9/17/2017,25.4,id_0c391445,30.32616614,5.0,-1.698562193,
29.0,,2018 LR,h6213 localmaize,Kenya,6.0,0.3,,2018,,10.0,,6.0,6.0,3/3/2018,18.0,id_0c472b98,35.1350495,6.0,0.3868792,
0.0,,2016 LR,H_6213,Kenya,8.0,0.75,37.5,2016,0.0,50.0,,8.0,5.0,3/28/2016,0.0,id_0c48e1b7,34.44604699,5.0,0.280891238,0.0
15.6,,2018 LR,localmaize,Kenya,,0.125,,2018,,1.0,,6.0,6.0,3/10/2018,18.25,id_0c4addb0,34.72999677,,0.238722455,
27.5,,2016 LR,DK_8031,Kenya,5.0,0.5,20.0,2016,9.1,25.0,,5.0,8.0,4/7/2016,19.65,id_0c55ac80,34.40245774,8.0,0.19878115,10.9
18.3,,2015 LR,,Kenya,8.0,0.5,0.0,2015,7.05,25.0,,8.0,5.0,,14.5,id_0c573c76,34.5145672,5.0,0.0843761,10.12
,,2017 LR,PN 15,Kenya,8.0,0.125,6.0,2017,10.85,6.0,,8.0,5.0,,,id_0c63d4e5,34.67744739,5.0,-0.687689187,10.0
,,2017 LR,DK 8031,Kenya,8.0,1.0,,2017,26.0,,,8.0,5.0,,,id_0c67d5c4,34.41972278,,0.229414157,21.4
30.5,,2018 LR,,Tanzania,6.0,1.0,,2018,23.2,,,6.0,6.0,,28.6,id_0c684f5d,35.5698918,6.0,-7.76187,27.2
25.75,,2016 LR,,Kenya,5.0,0.5,25.0,2016,19.41,25.0,,5.0,8.0,,27.32,id_0c6b1136,34.66040122,8.0,-0.738982016,17.23
18.7,,2016 LR,SC_DUMA_43,Kenya,8.0,0.5,25.0,2016,9.5,25.0,,8.0,5.0,,19.3,id_0c772b5f,34.30769977,5.0,0.353755302,11.7
,,2017 LR,H 6218,Kenya,8.0,0.7,0.0,2017,11.5,50.0,,8.0,5.0,,,id_0c7d1889,35.06319084,5.0,-0.363227176,9.05
,,2018 LR,,Kenya,,0.5,,2018,9.56,,,,,,,id_0c7dfe59,35.035707,,0.7708112,12.6
,,2017 LR,SC SIMBA 61,Kenya,8.0,0.25,3.0,2017,12.0,5.0,,8.0,5.0,,,id_0c7fd0c0,34.82511409,5.0,-0.692211547,14.0
,,2018 LR,,Kenya,,0.5,,2018,8.05,,,,,,,id_0c853c0e,34.67357056,,-0.917635085,9.85
10.5,,2015A,DK,Rwanda,,0.0247105,,2015,,,,,,10-Sep-14,5.0,id_0c8c4864,29.12907426,,-2.366415562,
23.0,,2016 LR,PAN_691,Kenya,5.0,0.25,12.5,2016,23.0,12.5,,,8.0,3/10/2016,26.5,id_0c945aa9,34.85560025,,0.70899076,22.05
21.9,,2018 LR,dk8031,Kenya,6.0,0.5,,2018,,10.0,,6.0,6.0,2/10/2018,18.2,id_0c9724cf,34.99884879,6.0,-0.506447145,
38.1,,2018 LR,dk8031 localmaize,Kenya,6.0,0.25,10.0,2018,,10.0,,6.0,6.0,3/10/2018,39.6,id_0c9a0adb,34.61848692,6.0,0.067351545,
9.15,,2015 LR,,Kenya,8.0,0.5,15.0,2015,5.9,15.0,,8.0,5.0,,6.3,id_0c9ba6a0,34.41332356,5.0,0.114633664,7.8
9.65,,2016 LR,,Kenya,5.0,0.5,0.0,2016,0.0,0.0,,,8.0,,10.05,id_0c9d2e3d,34.74248095,,0.768157261,0.0
10.0,,2016 LR,SC PUNDA MILIA 53,Kenya,8.0,0.5,25.0,2016,3.0,25.0,,8.0,5.0,,7.0,id_0ca0dcc4,34.47414721,5.0,0.393514532,4.5
23.2,,2018 LR,scduma43,Kenya,6.0,0.5,,2018,,23.0,,6.0,6.0,2/14/2018,24.2,id_0ca43300,34.2879403,6.0,0.6439899,
,,2018 LR,,Kenya,,0.9,,2018,39.8,,,,,,,id_0ca51417,35.2236285,,0.0449767,40.65
5.0,,2018 LR,Panner_691,Tanzania,6.0,0.5,,2018,4.8,50.0,,6.0,6.0,12/12/2017,6.0,id_0ca8e3b4,35.4384825,6.0,-8.1022762,3.8
,,2017 LR,H 614D,Kenya,8.0,0.25,,2017,8.9,,,8.0,5.0,,,id_0caecfd4,34.93364266,,0.442983373,12.45
30.0,,2016 LR,SC PUNDA MILIA 53,Kenya,8.0,0.5,25.0,2016,10.6,25.0,,8.0,5.0,,30.5,id_0cb77a0a,34.18963609,5.0,0.318096389,11.4
23.6,,2018 LR,scduma43,Kenya,6.0,0.125,,2018,,,,6.0,6.0,3/10/2018,17.2,id_0cbb19ed,34.1282843,6.0,0.0048572,
,,2017 LR,DK 8031,Kenya,8.0,0.25,,2017,5.025,,,8.0,5.0,,,id_0cbb5f1c,34.40248935,,-1.000548145,4.05
10.75,,2018 LR,localmaize,Kenya,6.0,0.3,,2018,,7.0,,6.0,6.0,3/20/2018,2.4,id_0cca29d4,34.8070354,6.0,0.1015283,
13.0,,2016 LR,H_614D,Kenya,8.0,0.25,0.0,2016,4.55,7.0,,,5.0,1/4/2016,10.5,id_0ccd8219,34.8785996,,-0.831315262,5.6
25.2,,2015 LR,,Kenya,8.0,0.75,0.0,2015,13.2,15.0,,8.0,5.0,,26.75,id_0cdb4d15,34.6351018,5.0,0.1093174,10.8
19.65,,2018 LR,h6213,Kenya,6.0,0.125,,2018,,12.0,,6.0,6.0,3/22/2018,19.05,id_0ce1db28,34.80114943,6.0,-0.733648496,
,,2018 LR,,Kenya,,0.5,,2018,6.1,,,,,,,id_0ce2a99d,34.60879503,,-0.872460696,8.2
17.0,,2016 LR,Other_Hybrid,Kenya,8.0,0.25,1.0,2016,10.0,3.0,,,5.0,1/2/2016,20.0,id_0ceabb20,34.88629622,,-0.793718574,7.5
20.35,,2018 LR,wh505,Kenya,6.0,1.0,,2018,,,,6.0,6.0,3/5/2018,33.85,id_0cecf729,34.4312329,6.0,0.6083497,
23.5,150.0,2018 LR,h614d h6213 otherhybrid,Kenya,6.0,2.5,,2018,,150.0,,6.0,6.0,6/26/2018,16.7,id_0ced2002,34.7867086,6.0,0.8892467,
21.0,,2015A,DK,Rwanda,,0.098842,,2015,,,,,,5-Oct-14,17.0,id_0cf48de5,28.96361598,,-2.667169165,
27.65,,2015 LR,,Kenya,8.0,1.0,50.0,2015,30.8,50.0,,8.0,5.0,,51.0,id_0d0e9f50,35.09363221,5.0,0.827806586,16.9
,,2018 LR,,Kenya,,0.75,,2018,14.55,,,,,,,id_0d1135fa,34.668412,,0.7225177,16.05
34.15,,2018 LR,h6213,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/17/2018,32.35,id_0d12d9cb,34.73128577,6.0,0.182215937,
21.3,,2016 LR,DK_8031,Kenya,8.0,0.75,37.5,2016,8.3,37.5,,8.0,5.0,4/7/2016,21.1,id_0d14bbda,34.41654023,5.0,0.035206866,9.5
18.0,,2016 LR,Local,Kenya,8.0,0.125,0.0,2016,10.3,10.0,,,5.0,2/1/2016,17.0,id_0d1571fc,34.91074727,,-0.868674746,10.6
31.85,5.0,2018B,unknown,Rwanda,5.0,0.098842,,2018,15.0,5.0,0.0,5.0,5.0,2/28/2018,22.35,id_0d184dc0,29.57091954,5.0,-2.411830886,
42.0,,2016 LR,PAN_691,Kenya,8.0,1.0,50.0,2016,21.35,50.0,,8.0,5.0,4/6/2016,38.0,id_0d19dd9f,35.28848517,5.0,-0.067012012,16.1
18.5,,2016 LR,H_614D,Kenya,8.0,1.0,50.0,2016,8.7,50.0,,8.0,5.0,4/4/2016,27.6,id_0d2400ab,34.69085538,5.0,0.668100573,18.0
24.4,,2016 LR,Local,Kenya,8.0,0.5,8.0,2016,8.6,25.0,,,5.0,,20.4,id_0d25db9c,34.37365165,,0.428090035,9.0
10.1,,2018 LR,H 614D,Kenya,,0.125,,2018,,,,6.0,6.0,,,id_0d2e2513,36.95330643,,-0.792389656,
15.3,,2015 LR,,Kenya,8.0,0.81,4.0,2015,5.3,12.0,,8.0,5.0,,14.2,id_0d2efebe,34.60739888,5.0,0.256172795,7.2
0.0,,2016 LR,,Kenya,8.0,0.25,50.0,2016,0.0,50.0,,,5.0,,0.0,id_0d32193e,34.5567302,,0.109036217,0.0
16.65,,2018 LR,dk8031,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,3/7/2018,23.15,id_0d3c65fa,34.5295344,6.0,-0.8620812,
12.15,,2016 LR,Local,Kenya,8.0,0.125,1.0,2016,5.85,1.0,,,5.0,,11.9,id_0d3ffcf4,34.84007215,,-0.611468302,5.2
,,2018 LR,,Kenya,,0.5,,2018,,,,,,,,id_0d416ba9,34.4911057,,0.3296312,
,,2018 LR,,Kenya,,0.5,,2018,10.55,,,,,,,id_0d434ae4,34.11876427,,0.308461854,11.05
13.0,,2016 LR,WH_505,Kenya,5.0,0.5,25.0,2016,1.3,25.0,,5.0,8.0,4/16/2016,4.8,id_0d492650,34.38000019,8.0,0.630714241,6.0
,,2017 LR,,Kenya,8.0,0.5,0.0,2017,11.8,0.0,,8.0,5.0,,,id_0d496476,34.4886634,5.0,0.162923683,19.75
,,2018 LR,,Kenya,,0.4,,2018,17.3,,,,,,,id_0d503d88,35.19801134,,-0.36219652,21.5
12.0,0.12,2016A,,Rwanda,5.0,0.98842,,2016,,0.25,,5.0,5.0,10/8/2015,8.0,id_0d52f305,30.27573919,5.0,-1.605302573,
,,2017 LR,WH 505,Kenya,8.0,0.5,,2017,18.46,,,8.0,5.0,,,id_0d554041,34.75221826,,-0.790948607,17.14
,,2018 LR,,Kenya,,0.6,,2018,17.0,,,,,,,id_0d566c18,35.0069546,,0.923367,12.5
,,2016 LR,KS 625,Tanzania,6.0,6.0,50.0,2016,5.75,,,6.0,6.0,,,id_0d57788a,35.7473958,6.0,-8.0467542,7.5
,,2018 LR,,Kenya,,0.75,,2018,16.1,,,,,,,id_0d5782cb,34.38762911,,0.204133154,13.75
22.45,,2018 LR,h6213,Kenya,6.0,0.75,,2018,,25.0,,6.0,6.0,1/6/2018,21.5,id_0d58aa27,35.02110565,6.0,-0.612349969,
17.5,,2018 LR,h6213,Kenya,6.0,1.25,,2018,,52.0,,6.0,6.0,3/20/2018,17.0,id_0d5cd2f9,34.7838301,6.0,1.1429716,
24.65,,2018 LR,dk90-89 localmaize,Kenya,6.0,0.5,6.0,2018,,5.0,,6.0,6.0,2/28/2018,19.05,id_0d5dbfb3,34.4754685,6.0,0.2598068,
,,2017 LR,,Kenya,8.0,0.5,25.0,2017,22.95,25.0,,8.0,5.0,,,id_0d6bf071,34.47507215,5.0,0.760195582,17.6
10.3,,2018 LR,H 614D,Tanzania,6.0,1.0,,2018,0.0,,,6.0,6.0,,8.7,id_0d6d4ffc,35.8206393,6.0,-7.9628821,0.0
4.95,,2018 LR,dk777,Kenya,6.0,0.25,,2018,,12.5,,6.0,6.0,3/13/2018,,id_0d7078ca,34.7385626,6.0,-0.6005834,
31.4,,2015 LR,,Kenya,8.0,0.25,12.5,2015,23.2,12.5,,8.0,5.0,,38.55,id_0d70a329,34.95128528,5.0,0.708902332,19.3
28.6,,2018 LR,scsimba61,Kenya,6.0,0.5,,2018,,50.0,,6.0,6.0,2/26/2018,28.86,id_0d712af4,34.7527993,6.0,-0.6884288,
36.32,,2018 LR,h6213,Kenya,6.0,1.0,50.0,2018,,50.0,,6.0,6.0,3/18/2018,31.6,id_0d72fb07,34.83240328,6.0,0.860075013,
,,2018 LR,,Kenya,,0.25,,2018,15.99,,,,,,,id_0d7fab7e,34.9661598,,0.7976792,13.1
11.85,,2018 LR,h6213,Kenya,6.0,0.125,12.5,2018,,12.5,,6.0,6.0,3/2/2018,20.4,id_0d875d41,34.8098105,6.0,-0.568102,
,,2017 LR,,Kenya,5.0,1.0,50.0,2017,13.2,50.0,,5.0,8.0,,,id_0d933322,34.54123896,8.0,0.192869646,15.6
,,2018 LR,,Kenya,,1.0,,2018,3.55,,,,,,,id_0d939b96,34.49455262,,-0.712081421,3.05
18.22,,2016 LR,WE_1101,Kenya,5.0,0.5,12.0,2016,10.21,25.0,,5.0,8.0,4/26/2016,19.8,id_0d95565b,34.66466796,8.0,-0.800564115,8.62
20.9,,2015 LR,,Kenya,8.0,0.5,12.5,2015,15.6,25.0,,8.0,5.0,,29.34,id_0d9631bf,34.14519222,5.0,0.318108626,11.85
43.75,,2015 LR,,Kenya,5.0,0.5,0.0,2015,19.4,25.0,,5.0,8.0,,39.9,id_0d985e6d,34.92640558,8.0,0.828688827,24.8
46.4,,2015 LR,,Kenya,8.0,0.5,0.0,2015,20.5,25.0,,8.0,5.0,,40.3,id_0d9de836,34.4699608,5.0,0.04446838,24.2
,,2018 LR,,Tanzania,,2.0,,2018,,,,,,,,id_0da02971,35.6989693,,-7.873039,
19.0,,2016A,,Rwanda,5.0,0.8648675,,2016,,0.16,,5.0,5.0,9/28/2015,20.0,id_0da48ca9,29.90789168,5.0,-2.653233188,
30.0,,2015 LR,,Kenya,8.0,0.5,0.0,2015,14.0,25.0,,8.0,5.0,,39.0,id_0da6cbf7,34.69224142,5.0,-0.58644061,10.0
,,2018 LR,,Kenya,,1.0,,2018,10.0,,,,,,,id_0da7f156,34.191914,,0.3041318,8.2
21.0,,2018 LR,h614d,Kenya,6.0,1.0,,2018,,25.0,,6.0,6.0,3/7/2018,24.6,id_0daaaacd,34.76470071,6.0,-0.830560857,
,,2017 LR,H 614D,Kenya,8.0,1.5,62.5,2017,25.9,62.5,,8.0,5.0,,,id_0dab03a7,35.09541978,5.0,0.20313748,22.0
,,2017 LR,,Kenya,8.0,0.75,,2017,19.3,,,8.0,5.0,,,id_0dacf889,34.6925554,,0.7016791,16.25
,,2017 LR,Pioneer P3812W,Kenya,8.0,1.0,50.0,2017,13.36,50.0,,8.0,5.0,,,id_0db39d09,34.55580206,5.0,-0.83590101,15.13
26.1,,2018 LR,h6218,Kenya,6.0,0.25,,2018,,6.0,,6.0,6.0,3/13/2018,20.33,id_0db64ab9,35.110417,6.0,0.6920397,
15.0,,2016 LR,,Kenya,8.0,0.125,0.0,2016,5.0,15.0,,,5.0,,13.5,id_0db65748,34.86736563,,-0.745587999,7.3
,,2017 LR,H 6213,Kenya,8.0,0.5,,2017,14.5,,,8.0,5.0,,,id_0db8eaa8,34.84861898,,-0.584370741,13.0
20.0,,2015A,,Rwanda,,0.197684,,2015,,,,,,15-Sep-14,23.0,id_0dc325a2,29.4882336,,-2.483147425,
,,2017 LR,,Kenya,8.0,0.25,12.0,2017,9.55,12.0,,8.0,5.0,,,id_0dc4f193,34.37093476,5.0,0.314721855,10.7
,,2018 LR,,Kenya,,0.25,,2018,7.25,,,,,,,id_0dc5554e,37.17581,,-0.5001802,4.7
,,2018 LR,,Kenya,,0.75,,2018,4.8,,,,,,,id_0dd14513,34.5508085,,0.6534549,4.0
,,2018 LR,,Kenya,,2.0,,2018,10.8,,,,,,,id_0dd35ace,34.9836885,,0.9793648,10.7
,,2017 LR,SC PUNDA MILIA 53,Kenya,8.0,0.75,37.5,2017,5.2,37.5,,8.0,5.0,,,id_0dd7416b,34.20458246,5.0,0.268279201,6.5
41.8,,2016 LR,H_6213,Kenya,8.0,0.25,12.0,2016,10.65,12.0,,8.0,5.0,3/30/2016,30.15,id_0dd7d600,34.72171106,5.0,0.310170669,11.05
1.8,1.5,2018B,hybrid_unknown,Rwanda,6.0,0.0741315,,2018,,3.0,0.0,8.0,3.0,2/15/2018,0.5,id_0dd8876f,29.16567003,4.0,-2.35410454,
37.6,,2018 LR,dk8031,Kenya,6.0,0.5,,2018,,12.5,,6.0,6.0,3/24/2018,34.3,id_0ddc3c11,34.45248415,6.0,0.139816478,
,,2017 LR,DK 8031,Kenya,8.0,0.5,25.0,2017,47.9,25.0,,8.0,5.0,,,id_0dddc15a,34.78327222,5.0,-0.702219695,34.0
,,2017 LR,SC DUMA 43,Kenya,8.0,0.5,,2017,4.65,,,8.0,5.0,,,id_0de314b9,34.14569301,,0.076021885,3.9
,,2018 LR,,Kenya,,0.5,,2018,16.0,,,,,,,id_0de3b1d3,37.0663403,,-0.5728086,15.25
,,2018 LR,,Kenya,,0.5,,2018,16.95,,,,,,,id_0deaa5c1,34.75197643,,-0.671537683,21.4
24.0,0.0,2017 LR,DK 8031,Tanzania,6.0,2.0,,2017,19.9,,,6.0,6.0,,22.0,id_0df60b86,36.0179701,6.0,-7.5025377,21.3
26.1,,2015 LR,,Kenya,8.0,0.25,37.5,2015,10.1,37.5,,8.0,5.0,,21.8,id_0df73d5b,35.1016562,5.0,0.825188714,13.0
,,2017 LR,,Kenya,8.0,0.5,0.0,2017,8.0,50.0,,8.0,5.0,,,id_0dff8155,34.29615118,5.0,0.043075566,6.15
,,2018 LR,,Kenya,,0.25,,2018,5.4,,,,,,,id_0e01a032,34.75583792,,-0.520045144,6.8
10.4,,2018 LR,localmaize,Kenya,6.0,2.25,,2018,,20.0,,6.0,6.0,3/11/2019,9.3,id_0e09682d,34.2384484,6.0,0.4701408,
16.0,,2016 LR,SC_DUMA_43,Kenya,8.0,0.5,23.0,2016,9.25,25.0,,8.0,5.0,4/20/2016,17.5,id_0e1d348c,34.13131909,5.0,0.255603539,8.6
23.7,,2016 LR,,Kenya,5.0,0.25,10.0,2016,8.8,10.0,,,8.0,,20.8,id_0e1f53fb,34.75033905,,-0.594663607,11.3
,,2017 LR,DK 90-89,Kenya,8.0,1.0,50.0,2017,18.45,50.0,,8.0,5.0,,,id_0e2464dc,35.35368372,5.0,-0.005130148,22.55
17.15,,2015 LR,,Kenya,8.0,0.375,0.0,2015,9.85,4.0,,8.0,5.0,,23.75,id_0e354598,34.67447891,5.0,0.39685512,6.7
,,2017 LR,H 6218,Kenya,8.0,0.5,50.0,2017,23.72,50.0,,8.0,5.0,,,id_0e3772f7,34.76802189,5.0,0.843893525,21.96
,,2018 LR,,Kenya,,0.25,,2018,4.3,,,,,,,id_0e3cc94e,34.94609546,,-0.893406534,4.05
8.0,10.0,2017B,,Rwanda,5.0,0.1235525,,2017,,0.0,27.0,5.0,5.0,2/27/2017,12.0,id_0e43edb3,29.0318691,5.0,-2.6537078,
13.65,,2018 LR,localmaize,Kenya,6.0,1.0,,2018,,,,6.0,6.0,3/15/2018,11.9,id_0e46107f,34.52528154,6.0,-1.053462904,
,,2017 LR,H 6213,Kenya,8.0,1.5,75.0,2017,31.35,75.0,,8.0,5.0,,,id_0e464bb7,34.72256934,5.0,0.662483428,30.45
33.7,,2018 LR,otherhybrid localmaize,Kenya,6.0,1.125,2.0,2018,,54.0,,6.0,6.0,4/3/2018,36.3,id_0e585377,34.75962039,6.0,0.788201835,
29.75,,2016 LR,H_6213,Kenya,8.0,0.5,25.0,2016,20.75,25.0,,8.0,5.0,4/1/2016,36.2,id_0e5a2cf1,35.10718394,5.0,0.807828622,16.7
27.4,,2018 LR,wh505,Kenya,6.0,0.6,20.0,2018,,20.0,,6.0,6.0,3/10/2018,17.25,id_0e5eddc0,34.962606,6.0,0.2255973,
13.3,,2018 LR,localmaize,Kenya,,0.5,,2018,,25.0,,6.0,6.0,3/9/2018,,id_0e607a90,34.5178044,,0.700677385,
32.1,,2016 LR,WH_505,Kenya,8.0,0.5,25.0,2016,9.75,25.0,,8.0,5.0,,24.6,id_0e60c25e,34.37338399,5.0,0.428227998,12.7
14.65,,2018 LR,h6213,Kenya,6.0,0.25,,2018,,5.0,,6.0,6.0,3/24/2018,16.1,id_0e728073,34.97350501,6.0,-0.831593256,
10.0,1.5,2018B,unknown,Rwanda,5.0,0.163089309,,2018,,3.0,0.0,5.0,5.0,2/10/2018,8.0,id_0e75744d,29.38269892,5.0,-1.83707421,
,,2018 LR,,Kenya,,0.5,,2018,9.8,,,,,,,id_0e76ab39,34.78859936,,0.253202008,7.63
7.0,,2015A,ZM 607,Rwanda,,0.0741315,,2015,,,,,,15-Sep-14,10.0,id_0e8b5701,29.03131826,,-2.526456938,
10.05,,2016 LR,Local,Kenya,,0.125,0.5,2016,,0.5,,,5.0,4/19/2016,,id_0e8ba475,34.70085444,,0.018576542,6.4
,,2017 LR,,Kenya,8.0,0.5,10.0,2017,14.65,25.0,,8.0,5.0,,,id_0e8cf5c4,34.76122758,5.0,0.839662688,19.84
7.5,0.0574,2016A,,Rwanda,5.0,0.691894,,2016,,0.143,,5.0,5.0,9/20/2015,12.0,id_0e8e8501,29.30726377,5.0,-2.15009192,
,,2018 LR,,Kenya,,1.0,,2018,15.1,,,,,,,id_0e8f7784,34.3074329,,0.6352642,13.95
,,2017 LR,WH 505,Kenya,8.0,0.25,,2017,11.45,,,8.0,5.0,,,id_0e8f9d5f,34.5583411,,0.5811089,12.35
16.0,,2016 LR,,Kenya,8.0,0.25,12.5,2016,10.5,16.5,,8.0,5.0,,13.0,id_0e91028a,34.89853944,5.0,-0.470604383,12.0
,,2017 LR,SC SIMBA 61,Kenya,8.0,0.5,25.0,2017,16.5,25.0,,8.0,5.0,,,id_0e953e54,34.4573391,5.0,-0.9014999,16.0
,,2017 LR,DK 8031,Kenya,8.0,0.25,12.5,2017,6.55,12.5,,8.0,5.0,,,id_0e95ad29,34.30088653,5.0,-0.021774922,7.7
15.1,,2018 LR,h6218,Kenya,6.0,1.3,,2018,,75.0,,6.0,6.0,3/26/2018,11.0,id_0e96ade2,35.07785101,6.0,-0.358368223,
,,2017 LR,DK 8031,Kenya,8.0,0.25,,2017,7.2,,,8.0,5.0,,,id_0ea2dcc1,34.5831423,,0.1733706,9.5
,,2017 LR,,Kenya,8.0,2.5,100.0,2017,0.0,100.0,,8.0,5.0,,,id_0ea338e5,35.1224996,5.0,0.825804527,0.0
29.5,,2016 LR,,Kenya,8.0,1.0,50.0,2016,14.2,50.0,,8.0,5.0,,26.0,id_0ea3b1f9,34.55773284,5.0,0.581712653,15.0
42.65,,2015 LR,,Kenya,,0.5,25.0,2015,22.2,25.0,,,,,46.2,id_0ea50322,34.9628523,,-0.4299501,25.75
,,2015 LR,,Kenya,,0.5,,2015,,,,,,,,id_0ea520b6,34.18652063,,0.496316082,
,,2018 LR,,Kenya,,0.5,,2018,4.75,,,,,,,id_0ea71287,34.49236854,,0.601810257,9.05
,,2017 LR,DK 8031,Kenya,8.0,1.25,62.5,2017,11.3,62.5,,8.0,5.0,,,id_0ea82d6d,34.25477412,5.0,0.40561047,13.5
20.9,,2015 LR,,Kenya,8.0,2.5,0.0,2015,10.35,50.0,,8.0,5.0,,21.5,id_0ea89b81,34.5752954,5.0,-0.7157382,14.0
,,2017 LR,WH 509,Kenya,8.0,0.5,20.0,2017,20.0,20.0,,8.0,5.0,,,id_0eaa4595,34.76591812,5.0,0.103642684,18.0
24.65,5.0,2018B,pan_4m2,Rwanda,5.0,0.691894,,2018,19.0,4.5,0.0,5.0,5.0,2/10/2018,25.6,id_0eaf98a0,30.38320829,5.0,-1.65216227,2.299999952
13.0,,2016 LR,Local,Kenya,5.0,1.0,8.0,2016,7.1,12.0,,,8.0,4/24/2016,14.9,id_0eafac88,34.40261724,,0.198670719,6.55
27.05,,2016 LR,DK 8031,Kenya,8.0,1.0,25.0,2016,9.2,25.0,,,5.0,,26.7,id_0eafcc96,34.55834367,,0.581957953,12.35
19.3,,2018 LR,Ks625,Tanzania,6.0,1.0,,2018,14.6,,,6.0,6.0,,17.2,id_0eb0afcd,35.5054625,6.0,-8.0076579,16.5
11.75,,2018 LR,localmaize,Kenya,6.0,2.0,,2018,,,,6.0,6.0,2/28/2018,13.9,id_0eb43afd,34.0942083,6.0,0.1308121,
12.0,,2016 LR,,Kenya,8.0,0.125,6.0,2016,5.9,6.0,,,5.0,,7.0,id_0eb598f6,34.5585064,,0.581886709,6.3
20.2,,2018 LR,h6213 localmaize,Kenya,6.0,0.5,,2018,,25.0,,6.0,6.0,12/24/2018,22.5,id_0eb6dfaf,35.0069469,6.0,-0.8199604,
23.05,,2015 LR,,Kenya,8.0,0.75,2.0,2015,10.8,4.0,,8.0,5.0,,26.35,id_0eb964ae,34.70056385,5.0,0.51298749,13.5
8.3,,2018 LR,localmaize,Kenya,6.0,1.0,,2018,,,,6.0,6.0,4/2/2018,3.5,id_0ec0dc3c,34.48878338,6.0,0.740994063,
14.4,,2018 LR,localmaize,Kenya,6.0,0.25,5.0,2018,,4.0,,6.0,6.0,3/12/2018,15.0,id_0ec3ba67,34.92549068,6.0,0.372652202,
25.0,2.5,2016A,,Rwanda,5.0,1.235525,,2016,,2.5,,5.0,5.0,9/10/2015,22.0,id_0ec9c862,29.51094825,5.0,-2.041905146,
,,2018 LR,,Kenya,,0.75,,2018,6.7,,,,,,,id_0ec9fb29,34.6057828,,0.1802829,5.6
16.05,,2016 LR,Local,Kenya,8.0,0.5,0.0,2016,7.55,15.0,,,5.0,2/12/2016,11.65,id_0ecf6cfd,34.91076491,,-0.875069346,19.2
,,2017 LR,SC DUMA 43,Kenya,8.0,0.5,,2017,7.0,,,8.0,5.0,,,id_0ed1d257,34.39914571,,-0.977925809,14.0
13.15,,2015 LR,,Kenya,8.0,0.25,0.0,2015,5.4,12.5,,8.0,5.0,,8.4,id_0ed72c59,34.45475686,5.0,0.740558328,8.75
51.35,,2016 LR,,Kenya,8.0,0.5,25.0,2016,28.1,25.0,,8.0,5.0,,38.1,id_0edb4661,34.61934492,5.0,0.723138485,30.2
24.5,,2015A,Unspecified selected,Rwanda,,0.098842,,2015,,,,,,15-Sep-14,25.0,id_0edddbeb,30.42576515,,-1.691894738,
32.75,,2015 LR,,Kenya,8.0,0.75,18.75,2015,23.6,37.5,,8.0,5.0,,32.0,id_0ede808e,34.82043755,5.0,0.807329781,21.1
17.9,,2016 LR,,Kenya,8.0,0.5,25.0,2016,9.1,25.0,,8.0,5.0,,26.2,id_0ee2c2f8,34.80143256,5.0,-0.480669709,8.6
8.15,,2018 LR,localmaize,Kenya,6.0,0.1,,2018,,5.0,,6.0,6.0,3/17/2018,8.75,id_0ee33732,34.7055585,6.0,-0.901383287,
19.5,,2016 LR,SC DUMA 43,Kenya,8.0,0.5,25.0,2016,10.5,33.0,,8.0,5.0,,20.0,id_0ee5c9f9,34.27991991,5.0,0.355784653,9.5
,,2017 LR,,Kenya,8.0,0.25,12.0,2017,11.65,12.5,,8.0,5.0,,,id_0ef3a4a1,34.76843951,5.0,-0.669549186,19.5
28.85,,2015 LR,,Kenya,8.0,0.5,12.5,2015,19.55,25.0,,8.0,5.0,,26.25,id_0ef464f3,34.16413396,5.0,0.412371231,19.3
16.1,,2018 LR,H 614D,Tanzania,6.0,1.0,,2018,0.0,,,6.0,6.0,,8.3,id_0ef5baf1,36.0678657,6.0,-7.8007512,0.0
21.8,,2018 LR,h6213,Kenya,6.0,0.5,,2018,,17.0,,6.0,6.0,2/15/2018,25.0,id_0ef9283d,34.81938089,6.0,-0.93679796,
,,2017 LR,WH 505,Kenya,8.0,0.25,12.5,2017,12.25,12.5,,8.0,5.0,,,id_0efc0213,34.7511639,5.0,0.652369818,15.4
,,2017A,,Rwanda,,0.1235525,,2017,,,,,,,,id_0efc8b91,30.2970987,,-1.5630259,
18.0,,2015 LR,,Kenya,8.0,0.25,0.0,2015,4.65,6.25,,7.9,5.0,,9.9,id_0f02b815,34.75538339,5.0,0.34650004,8.4
